ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
8157933,2.59E-31,5.10E-33,-20.430053,64.686188,0.91353348,ZBTB43,zinc finger and BTB domain containing 43
8042830,6.08E-18,5.53E-19,-11.78242,32.224513,0.91138026,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
7938702,4.54E-17,4.56E-18,-11.290398,30.107982,0.90750579,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1
7901592,4.79E-15,5.86E-16,-10.177578,25.242018,0.90652159,TCEANC2,transcription elongation factor A N-terminal and central domain containing 2
8029580,9.81E-30,2.25E-31,-19.277325,60.884144,0.90406142,RELB,"RELB proto-oncogene, NF-kB subunit"
7934122,2.00E-19,1.55E-20,-12.629598,35.80924,0.90325926,SAR1A,secretion associated Ras related GTPase 1A
8154765,4.15E-39,2.87E-41,-26.983501,83.740338,0.90201496,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1
8008139,1.76E-40,1.02E-42,-28.286652,87.081031,0.9009633,UBE2Z,ubiquitin conjugating enzyme E2 Z
8040365,3.54E-18,3.14E-19,-11.915612,32.793257,0.90085234,TRIB2,tribbles pseudokinase 2
8106534,7.52E-35,8.81E-37,-23.249449,73.384027,0.90063473,PAPD4,"poly(A) RNA polymerase D4, non-canonical"
8142104,2.80E-33,4.05E-35,-21.970947,69.541306,0.89774016,ATXN7L1,ataxin 7 like 1
8166402,3.11E-16,3.38E-17,-10.828292,28.099465,0.89723069,SMS,spermine synthase
8007100,5.13E-09,1.10E-09,-6.926027,10.836216,0.89664128,IGFBP4,insulin like growth factor binding protein 4
8047538,1.57E-36,1.46E-38,-24.680032,77.497521,0.89596585,BMPR2,bone morphogenetic protein receptor type 2
8040173,1.12E-20,7.69E-22,-13.358137,38.826266,0.89573532,TAF1B,"TATA-box binding protein associated factor, RNA polymerase I subunit B"
7920531,8.69E-34,1.19E-35,-22.374172,70.770874,0.89567055,ADAR,"adenosine deaminase, RNA specific"
8122045,3.62E-16,3.97E-17,-10.791712,27.939689,0.89518833,AKAP7,A-kinase anchoring protein 7
7960383,1.99E-25,7.69E-27,-16.314785,50.392614,0.89395968,PARP11,poly(ADP-ribose) polymerase family member 11
7971486,1.97E-11,3.39E-12,-8.231058,16.583863,0.89389499,KIAA0226L,KIAA0226 like
8142452,4.08E-28,1.15E-29,-18.124048,56.926572,0.89310643,TFEC,transcription factor EC
8038477,2.07E-26,7.07E-28,-16.966225,52.792056,0.89190357,AKT1S1,AKT1 substrate 1
8163185,2.29E-19,1.79E-20,-12.595426,35.666193,0.89059713,TXN,thioredoxin
8103922,4.68E-19,3.78E-20,-12.416967,34.916995,0.88995816,CASP3,caspase 3
8135172,7.16E-19,5.93E-20,-12.309646,34.464708,0.88923202,ORAI2,ORAI calcium release-activated calcium modulator 2
8040103,1.82E-16,1.94E-17,-10.955804,28.655557,0.88879471,ID2,"inhibitor of DNA binding 2, HLH protein"
8147040,8.10E-26,2.95E-27,-16.574208,51.354537,0.88816773,ZBTB10,zinc finger and BTB domain containing 10
8005809,3.34E-21,2.16E-22,-13.671042,40.102419,0.88809247,LGALS9,galectin 9
7917514,3.91E-16,4.30E-17,-10.773095,27.85833,0.88637848,,
7919749,2.27E-16,2.44E-17,-10.903463,28.42746,0.88615681,,
7947396,6.78E-17,6.92E-18,-11.193745,29.689466,0.88599815,CSTF3,cleavage stimulation factor subunit 3
7944832,3.02E-10,5.78E-11,-7.594094,13.759912,0.88539903,,
7965357,2.03E-12,3.16E-13,-8.762347,18.951654,0.88530364,POC1B-GALNT4///GALNT4,POC1B-GALNT4 readthrough///polypeptide N-acetylgalactosaminyltransferase 4
8047217,4.92E-19,3.99E-20,-12.404194,34.863234,0.88497384,COQ10B,coenzyme Q10B
7908178,3.10E-20,2.21E-21,-13.100307,37.765764,0.8848142,SWT1,"SWT1, RNA endoribonuclease homolog"
8107270,2.39E-12,3.76E-13,-8.723458,18.778201,0.88416246,TSLP,thymic stromal lymphopoietin
8107094,6.11E-34,8.19E-36,-22.498327,71.146157,0.88403297,,
7967658,5.33E-20,3.90E-21,-12.962882,37.197254,0.88357604,,
7928800,2.30E-31,4.47E-33,-20.470906,64.818205,0.88284061,CCSER2,coiled-coil serine rich protein 2
7908437,4.76E-30,1.05E-31,-19.504729,61.646127,0.88282042,CDC73,cell division cycle 73
7977270,3.36E-15,4.06E-16,-10.260762,25.608967,0.88128157,LOC388022,uncharacterized LOC388022
7985352,2.48E-19,1.95E-20,-12.575343,35.582063,0.88004507,CFAP161,cilia and flagella associated protein 161
8033257,6.51E-09,1.41E-09,-6.868989,10.589246,0.87954306,C3,complement component 3
8062908,8.03E-22,4.80E-23,-14.045392,41.613263,0.87926035,STK4,serine/threonine kinase 4
7987772,1.75E-30,3.76E-32,-19.816039,62.679667,0.87867916,EHD4,EH domain containing 4
8154207,9.20E-14,1.27E-14,-9.483629,22.166002,0.87677287,,
8166469,4.86E-26,1.72E-27,-16.721441,51.896698,0.87488453,SAT1,spermidine/spermine N1-acetyltransferase 1
7953243,5.02E-27,1.61E-28,-17.377529,54.279688,0.87393196,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9
8147439,1.54E-11,2.61E-12,-8.28948,16.843908,0.87220158,PLEKHF2,pleckstrin homology and FYVE domain containing 2
7994161,6.63E-38,5.24E-40,-25.889976,80.832666,0.8713123,RBBP6,"RB binding protein 6, ubiquitin ligase"
8058824,9.96E-13,1.51E-13,-8.927519,19.688356,0.87010848,MREG,melanoregulin
8023646,2.72E-23,1.37E-24,-14.948322,45.184829,0.86969097,BCL2,"BCL2, apoptosis regulator"
7956670,9.59E-25,4.02E-26,-15.872257,48.732095,0.86952859,USP15,ubiquitin specific peptidase 15
8146435,6.33E-34,8.57E-36,-22.483426,71.101198,0.86812797,RGS20,regulator of G-protein signaling 20
7983512,1.62E-34,2.00E-36,-22.971382,72.562009,0.86775134,SQRDL,sulfide quinone reductase-like (yeast)
8020814,2.54E-15,3.01E-16,-10.328839,25.908935,0.86762579,RNF138,ring finger protein 138
8097600,7.11E-20,5.25E-21,-12.890946,36.898767,0.86740938,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
8180340,9.22E-18,8.60E-19,-11.679013,31.781692,0.86696176,RAB7B,"RAB7B, member RAS oncogene family"
7915160,1.37E-31,2.62E-33,-20.637812,65.355661,0.86682404,RRAGC,Ras related GTP binding C
8122426,1.25E-18,1.06E-19,-12.17122,33.879445,0.86377315,PHACTR2,phosphatase and actin regulator 2
8170326,1.33E-18,1.13E-19,-12.157447,33.821096,0.86151862,FMR1,fragile X mental retardation 1
8046201,1.25E-17,1.18E-18,-11.604887,31.46359,0.86149309,SSB,Sjogren syndrome antigen B
7925701,1.23E-16,1.29E-17,-11.05048,29.067547,0.86134243,,
8169742,2.50E-26,8.62E-28,-16.911414,52.592222,0.86128609,XIAP,X-linked inhibitor of apoptosis
7921228,4.99E-14,6.72E-15,-9.626495,22.801109,0.86001716,ETV3,ETS variant 3
7984112,4.58E-25,1.82E-26,-16.083061,49.526204,0.85897867,RAB8B,"RAB8B, member RAS oncogene family"
8174474,7.66E-19,6.36E-20,-12.292975,34.394334,0.85847615,ACSL4,acyl-CoA synthetase long-chain family member 4
8157751,4.04E-30,8.83E-32,-19.557679,61.822702,0.85694429,LHX2,LIM homeobox 2
7921344,4.64E-12,7.53E-13,-8.56805,18.085157,0.85633992,ELL2,elongation factor for RNA polymerase II 2
8141024,1.09E-08,2.40E-09,-6.745828,10.057706,0.85596112,BET1,Bet1 golgi vesicular membrane trafficking protein
8119926,6.20E-26,2.24E-27,-16.650097,51.634323,0.85518428,TMEM63B,transmembrane protein 63B
7905116,5.53E-26,1.98E-27,-16.682709,51.754337,0.85511472,PLEKHO1,pleckstrin homology domain containing O1
8082314,8.53E-18,7.92E-19,-11.698184,31.863871,0.85418632,PLXNA1,plexin A1
8042391,4.33E-26,1.52E-27,-16.755483,52.021664,0.85208355,PLEK,pleckstrin
8044133,3.71E-13,5.40E-14,-9.158253,20.717122,0.85171455,NCK2,NCK adaptor protein 2
8102751,9.26E-18,8.64E-19,-11.677914,31.776979,0.85150365,SCLT1,sodium channel and clathrin linker 1
8166876,1.25E-18,1.06E-19,-12.172255,33.883828,0.84997936,DDX3X,"DEAD-box helicase 3, X-linked"
8082035,3.25E-16,3.55E-17,-10.817452,28.052127,0.84905735,CD86,CD86 molecule
7989277,6.86E-30,1.54E-31,-19.390038,61.262565,0.84728394,MYO1E,myosin IE
8132458,3.78E-33,5.58E-35,-21.866527,69.22019,0.84687808,MRPL32,mitochondrial ribosomal protein L32
8131475,4.02E-16,4.43E-17,-10.766302,27.828633,0.8468297,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
8126093,5.96E-22,3.52E-23,-14.12306,41.92453,0.84497906,,
8061073,1.04E-31,1.94E-33,-20.731863,65.657174,0.84378211,,
7978208,7.80E-33,1.21E-34,-21.615061,68.442246,0.84357437,TINF2,TERF1 interacting nuclear factor 2
8115997,9.66E-19,8.11E-20,-12.235188,34.150165,0.8434078,RAB24,"RAB24, member RAS oncogene family"
8067903,8.18E-33,1.28E-34,-21.597303,68.387063,0.84315764,USP25,ubiquitin specific peptidase 25
8152512,1.74E-05,5.64E-06,-4.874332,2.421474,0.84284643,TNFRSF11B,TNF receptor superfamily member 11b
8141241,4.32E-35,4.86E-37,-23.452715,73.9802,0.84281507,SMURF1,SMAD specific E3 ubiquitin protein ligase 1
7925201,3.15E-14,4.16E-15,-9.734607,23.28117,0.84227943,ARID4B,AT-rich interaction domain 4B
8124280,9.71E-20,7.28E-21,-12.811792,36.569624,0.84213324,FAM65B,family with sequence similarity 65 member B
7963092,1.55E-23,7.54E-25,-15.102823,45.785587,0.8417403,FMNL3,formin like 3
7935146,4.83E-16,5.35E-17,-10.722994,27.63924,0.841415,NOC3L,NOC3 like DNA replication regulator
8166632,1.47E-14,1.89E-15,-9.912214,24.068631,0.84126101,GK3P///GK,glycerol kinase 3 pseudogene///glycerol kinase
8152491,4.05E-18,3.62E-19,-11.881954,32.649709,0.84017002,EXT1,exostosin glycosyltransferase 1
8116780,5.65E-21,3.78E-22,-13.532725,39.53979,0.83964418,DSP,desmoplakin
8060940,4.07E-11,7.21E-12,-8.06182,15.831322,0.8384921,LAMP5,lysosomal associated membrane protein family member 5
7951987,7.74E-10,1.53E-10,-7.373905,12.790759,0.83825532,TMPRSS13,"transmembrane protease, serine 13"
8180196,4.88E-07,1.28E-07,-5.812609,6.127307,0.83801011,LILRA6,leukocyte immunoglobulin like receptor A6
8003611,2.60E-10,4.94E-11,-7.629436,13.915879,0.83779738,FAM57A,family with sequence similarity 57 member A
7929061,4.71E-27,1.50E-28,-17.396718,54.348582,0.83714662,IFIT1B,interferon induced protein with tetratricopeptide repeats 1B
7967456,5.08E-12,8.28E-13,-8.546884,17.990792,0.83653457,RILPL2,Rab interacting lysosomal protein like 2
7972069,4.52E-19,3.65E-20,-12.425297,34.952045,0.83642765,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
8066716,3.96E-33,5.88E-35,-21.849427,69.167497,0.83599978,ELMO2,engulfment and cell motility 2
7926875,4.74E-12,7.70E-13,-8.562993,18.06261,0.83351648,BAMBI,BMP and activin membrane bound inhibitor
8068460,4.60E-21,3.04E-22,-13.586416,39.758468,0.8333355,MORC3,MORC family CW-type zinc finger 3
7992828,1.59E-18,1.36E-19,-12.113412,33.634409,0.83300147,IL32,interleukin 32
7965090,4.45E-22,2.60E-23,-14.19958,42.230457,0.83276711,CSRP2,cysteine and glycine rich protein 2
8102800,7.85E-15,9.80E-16,-10.061112,24.72753,0.83221616,SLC7A11,solute carrier family 7 member 11
7918379,4.95E-11,8.84E-12,-8.01617,15.628554,0.83175803,GSTM3,glutathione S-transferase mu 3
8083445,1.90E-07,4.76E-08,-6.049167,7.104727,0.83158662,,
8011599,4.42E-27,1.41E-28,-17.414998,54.41417,0.83133538,ANKFY1,ankyrin repeat and FYVE domain containing 1
8075182,1.12E-14,1.43E-15,-9.976333,24.352518,0.8307031,XBP1,X-box binding protein 1
7958842,3.48E-12,5.57E-13,-8.635458,18.385732,0.83010875,,
8115490,2.51E-14,3.28E-15,-9.78797,23.517928,0.82709456,ADAM19,ADAM metallopeptidase domain 19
7975793,2.31E-15,2.73E-16,-10.35152,26.008806,0.8270281,BATF,basic leucine zipper ATF-like transcription factor
8074261,4.55E-16,5.03E-17,-10.737085,27.700876,0.82613878,BID,BH3 interacting domain death agonist
7951259,5.15E-03,2.66E-03,-3.104724,-3.470547,0.8239619,MMP10,matrix metallopeptidase 10
8065607,5.00E-15,6.13E-16,-10.167273,25.19653,0.82300308,PLAGL2,PLAG1 like zinc finger 2
7966706,2.83E-25,1.11E-26,-16.216121,50.024542,0.82183242,MED13L,mediator complex subunit 13 like
7995829,3.59E-21,2.34E-22,-13.651548,40.023269,0.82128728,MT1H,metallothionein 1H
7952339,2.03E-18,1.75E-19,-12.052766,33.376958,0.82074414,SNORD14C,"small nucleolar RNA, C/D box 14C"
8131600,1.51E-11,2.56E-12,-8.294126,16.864593,0.82070698,TSPAN13,tetraspanin 13
8180359,1.40E-20,9.72E-22,-13.300945,38.591717,0.82000494,PDE4DIP,phosphodiesterase 4D interacting protein
8092849,3.77E-16,4.15E-17,-10.7816,27.8955,0.81997625,ATP13A3,ATPase 13A3
8117760,1.69E-31,3.26E-33,-20.569508,65.136084,0.81992563,HLA-F///HLA-B,"major histocompatibility complex, class I, F///major histocompatibility complex, class I, B"
8082058,1.99E-14,2.59E-15,-9.841497,23.75528,0.81969103,CSTA,cystatin A
8012558,1.18E-12,1.80E-13,-8.887887,19.511599,0.81953776,PIK3R5,phosphoinositide-3-kinase regulatory subunit 5
8016980,3.74E-06,1.10E-06,-5.28876,4.0208,0.81949095,MIR142,microRNA 142
7980765,3.38E-18,2.99E-19,-11.926739,32.840684,0.81927031,GPR68,G protein-coupled receptor 68
8162729,8.30E-23,4.40E-24,-14.648981,44.01223,0.8192163,TRIM14,tripartite motif containing 14
7945781,4.75E-24,2.18E-25,-15.426159,47.032982,0.81872601,PHLDA2,pleckstrin homology like domain family A member 2
8152280,6.46E-14,8.76E-15,-9.566576,22.534836,0.8184031,LRP12,LDL receptor related protein 12
8029507,2.06E-33,2.93E-35,-22.077724,69.868517,0.81837355,NECTIN2,nectin cell adhesion molecule 2
7968800,1.61E-15,1.87E-16,-10.437521,26.387172,0.81807332,DGKH,diacylglycerol kinase eta
7973618,2.39E-33,3.43E-35,-22.025257,69.707879,0.81704493,IRF9,interferon regulatory factor 9
7909898,4.46E-19,3.60E-20,-12.428728,34.966478,0.81672644,MIA3,"MIA family member 3, ER export factor"
8116651,1.27E-18,1.08E-19,-12.167803,33.86497,0.81635154,,
8066461,2.40E-18,2.09E-19,-12.011359,33.200946,0.81631203,TOMM34,translocase of outer mitochondrial membrane 34
8050190,8.47E-27,2.77E-28,-17.22533,53.731653,0.81627229,ADAM17,ADAM metallopeptidase domain 17
8017312,2.35E-34,2.99E-36,-22.835668,72.158078,0.81552934,MED13,mediator complex subunit 13
8045768,6.96E-24,3.24E-25,-15.322251,46.63357,0.81363151,ARL6IP6,ADP ribosylation factor like GTPase 6 interacting protein 6
8062409,8.16E-29,2.09E-30,-18.619161,58.644878,0.81319015,CTNNBL1,catenin beta like 1
8154223,1.37E-14,1.75E-15,-9.930414,24.149236,0.81201471,,
7905047,5.13E-08,1.21E-08,-6.370916,8.456073,0.81017475,FCGR1CP///FCGR1B///FCGR1A,"Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia"
7907492,1.59E-30,3.39E-32,-19.847659,62.784032,0.81000841,RABGAP1L,RAB GTPase activating protein 1 like
8035351,1.94E-16,2.07E-17,-10.941638,28.593845,0.80943521,JAK3,Janus kinase 3
7968236,9.06E-18,8.43E-19,-11.683552,31.801153,0.8091381,RASL11A,RAS like family 11 member A
7983718,5.86E-09,1.26E-09,-6.894058,10.697735,0.80617463,SCG3,secretogranin III
7989628,7.41E-35,8.66E-37,-23.255502,73.401838,0.80573603,CSNK1G1,casein kinase 1 gamma 1
8059361,4.11E-31,8.32E-33,-20.278658,64.195349,0.80274755,WDFY1///FAF2,WD repeat and FYVE domain containing 1///Fas associated factor family member 2
7980080,1.07E-23,5.11E-25,-15.203666,46.176058,0.80207909,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5
7938951,2.92E-09,6.12E-10,-7.059065,11.414095,0.80039483,ANO5,anoctamin 5
8070720,1.45E-17,1.39E-18,-11.566976,31.300687,0.79952467,ICOSLG,inducible T-cell costimulator ligand
7951535,9.88E-15,1.25E-15,-10.006584,24.486376,0.79935852,KDELC2,KDEL motif containing 2
7918902,1.39E-31,2.65E-33,-20.63426,65.344255,0.79826724,CD58,CD58 molecule
7968035,1.42E-23,6.88E-25,-15.126567,45.877641,0.79816464,SPATA13,spermatogenesis associated 13
8004691,6.44E-19,5.30E-20,-12.336272,34.577039,0.79745346,TMEM88,transmembrane protein 88
8056977,3.74E-39,2.56E-41,-27.027107,83.854269,0.79669943,NFE2L2,"nuclear factor, erythroid 2 like 2"
7958346,1.68E-16,1.78E-17,-10.97589,28.743027,0.79656738,TMEM263,transmembrane protein 263
7914525,4.21E-30,9.22E-32,-19.544537,61.778904,0.79606785,MARCKSL1,MARCKS like 1
8082869,1.64E-11,2.79E-12,-8.274735,16.778265,0.7951028,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
7940775,5.65E-19,4.61E-20,-12.36957,34.717408,0.79505837,RARRES3///RARRES3,retinoic acid receptor responder 3///retinoic acid receptor responder 3
7917728,1.61E-09,3.29E-10,-7.200267,12.030043,0.7947426,FAM69A,family with sequence similarity 69 member A
7993478,2.20E-15,2.59E-16,-10.363077,26.05968,0.79280974,ABCC1,ATP binding cassette subfamily C member 1
7925413,3.07E-24,1.38E-25,-15.546761,47.494834,0.79243108,MT1HL1,metallothionein 1H-like 1
7968746,3.05E-08,7.04E-09,-6.497429,8.993562,0.791874,WBP4,WW domain binding protein 4
7926677,1.01E-12,1.53E-13,-8.924577,19.675236,0.79126503,OTUD1,OTU deubiquitinase 1
7921538,1.01E-19,7.56E-21,-12.802628,36.531474,0.78882905,IGSF8,immunoglobulin superfamily member 8
8081890,5.38E-17,5.44E-18,-11.249601,29.931432,0.78869685,PLA1A,phospholipase A1 member A
7943424,3.98E-18,3.55E-19,-11.886264,32.668095,0.78829413,BIRC2,baculoviral IAP repeat containing 2
8022145,2.64E-19,2.09E-20,-12.558767,35.51259,0.78818985,L3MBTL4,l(3)mbt-like 4 (Drosophila)
8085628,8.82E-07,2.40E-07,-5.662269,5.514103,0.78731658,ANKRD28,ankyrin repeat domain 28
8058509,2.16E-07,5.46E-08,-6.016938,6.970711,0.78725978,PLEKHM3,pleckstrin homology domain containing M3
8166098,3.20E-20,2.29E-21,-13.092335,37.732849,0.78580592,RAB9A,"RAB9A, member RAS oncogene family"
8062319,6.95E-30,1.57E-31,-19.385281,61.246623,0.78518349,TGIF2,TGFB induced factor homeobox 2
8011114,3.21E-31,6.40E-33,-20.359641,64.458221,0.78379653,SCARF1,scavenger receptor class F member 1
8107814,1.09E-17,1.03E-18,-11.636608,31.599785,0.78345916,ISOC1,isochorismatase domain containing 1
7951271,7.29E-03,3.89E-03,-2.975602,-3.825559,0.78235896,MMP1,matrix metallopeptidase 1
8044919,2.14E-22,1.20E-23,-14.393677,43.003143,0.78232433,RALB,RALB Ras like proto-oncogene B
8042310,4.44E-21,2.93E-22,-13.595432,39.795154,0.78205448,SLC1A4,solute carrier family 1 member 4
7996954,2.92E-18,2.57E-19,-11.962323,32.992273,0.78085072,NFAT5,nuclear factor of activated T-cells 5
7984103,1.63E-22,8.99E-24,-14.467342,43.295149,0.78072445,LACTB,lactamase beta
8088020,1.42E-23,6.86E-25,-15.127128,45.879814,0.7804263,ITIH4,inter-alpha-trypsin inhibitor heavy chain family member 4
8180318,5.00E-24,2.29E-25,-15.412816,46.981767,0.78013491,TGIF1,TGFB induced factor homeobox 1
8160647,2.98E-35,3.30E-37,-23.585943,74.368812,0.77812058,BAG1,BCL2 associated athanogene 1
8092251,2.24E-15,2.65E-16,-10.358278,26.038557,0.77805927,GNB4,G protein subunit beta 4
7979158,3.73E-08,8.68E-09,-6.448937,8.787164,0.77682885,TXNDC16,thioredoxin domain containing 16
7905428,5.83E-22,3.44E-23,-14.12908,41.948623,0.77605735,TUFT1,tuftelin 1
8104601,4.05E-14,5.40E-15,-9.675549,23.018993,0.77599488,BASP1,brain abundant membrane attached signal protein 1
8056343,3.32E-08,7.69E-09,-6.476845,8.905891,0.77517933,COBLL1,cordon-bleu WH2 repeat protein like 1
8154217,2.41E-13,3.45E-14,-9.258954,21.165833,0.77444712,,
8092765,4.04E-15,4.92E-16,-10.217351,25.41752,0.77347464,MB21D2,Mab-21 domain containing 2
7980438,8.41E-20,6.26E-21,-12.848203,36.721123,0.77177088,SPTLC2,serine palmitoyltransferase long chain base subunit 2
8175169,5.64E-21,3.77E-22,-13.533652,39.543567,0.77168588,RAP2C,"RAP2C, member of RAS oncogene family"
7982377,1.90E-12,2.96E-13,-8.777117,19.017532,0.77116517,GREM1,"gremlin 1, DAN family BMP antagonist"
8080487,8.83E-32,1.61E-33,-20.789711,65.842151,0.76984857,PRKCD,protein kinase C delta
8091658,2.39E-13,3.42E-14,-9.260682,21.173531,0.76976569,CCNL1,cyclin L1
8111490,1.38E-17,1.31E-18,-11.579682,31.3553,0.76975071,PRLR,prolactin receptor
7905789,5.61E-23,2.92E-24,-14.75372,44.423817,0.76948208,IL6R,interleukin 6 receptor
8055952,7.59E-25,3.12E-26,-15.939134,48.984637,0.76930599,NR4A2,nuclear receptor subfamily 4 group A member 2
7970262,1.16E-13,1.61E-14,-9.430371,21.929057,0.76902961,CUL4A,cullin 4A
7940153,6.51E-12,1.07E-12,-8.488874,17.732194,0.76835362,FAM111A,family with sequence similarity 111 member A
8166999,3.91E-21,2.56E-22,-13.629089,39.932018,0.76829859,CHST7,carbohydrate sulfotransferase 7
8045697,3.67E-19,2.94E-20,-12.476811,35.168631,0.76802547,RIF1,replication timing regulatory factor 1
8119898,3.77E-09,7.98E-10,-6.998628,11.151267,0.76790319,VEGFA,vascular endothelial growth factor A
8138592,4.60E-11,8.18E-12,-8.033537,15.705683,0.7672473,TRA2A,transformer 2 alpha homolog
8081710,3.55E-18,3.15E-19,-11.914214,32.787294,0.76669166,SIDT1,SID1 transmembrane family member 1
7904361,3.28E-12,5.25E-13,-8.648881,18.445596,0.76472045,FAM46C,family with sequence similarity 46 member C
8077103,8.44E-22,5.06E-23,-14.032181,41.56024,0.76397582,TYMP,thymidine phosphorylase
7988833,1.42E-16,1.49E-17,-11.016272,28.91878,0.76390158,LYSMD2,LysM domain containing 2
8143327,2.57E-40,1.54E-42,-28.122926,86.668465,0.76337397,PARP12,poly(ADP-ribose) polymerase family member 12
8116649,7.13E-18,6.54E-19,-11.742901,32.055411,0.76276345,TUBB2A,tubulin beta 2A class IIa
8163896,1.36E-30,2.87E-32,-19.898133,62.950386,0.76258529,STOM,stomatin
8180317,2.03E-24,8.88E-26,-15.662257,47.935399,0.76256305,TGIF1,TGFB induced factor homeobox 1
8135069,3.39E-07,8.77E-08,-5.904104,6.503601,0.76183671,SERPINE1,serpin family E member 1
7956631,7.35E-13,1.10E-13,-8.999349,20.008694,0.7609258,METTL21B,methyltransferase like 21B
7925250,2.37E-07,6.03E-08,-5.993332,6.872714,0.76001003,GNG4,G protein subunit gamma 4
7950743,1.09E-12,1.66E-13,-8.907032,19.596988,0.75990843,RAB30,"RAB30, member RAS oncogene family"
8109649,6.94E-17,7.09E-18,-11.188116,29.665064,0.75986276,MIR146A,microRNA 146a
7984364,3.29E-16,3.59E-17,-10.81475,28.04033,0.75758725,SMAD3,SMAD family member 3
8011112,1.50E-12,2.31E-13,-8.832687,19.265389,0.75738469,,
8035886,8.90E-27,2.92E-28,-17.210828,53.679283,0.75643535,C19orf12,chromosome 19 open reading frame 12
7925525,5.57E-22,3.27E-23,-14.141339,41.997676,0.75595771,CEP170,centrosomal protein 170
7968484,1.41E-16,1.49E-17,-11.016988,28.921893,0.75473854,BRCA2,"BRCA2, DNA repair associated"
8114138,7.53E-21,5.10E-22,-13.459076,39.239249,0.75245073,C5orf15,chromosome 5 open reading frame 15
8058477,9.25E-12,1.55E-12,-8.407064,17.367613,0.7517501,KLF7,Kruppel like factor 7
8180316,5.20E-24,2.39E-25,-15.401564,46.938565,0.7510066,TGIF1,TGFB induced factor homeobox 1
8026047,2.57E-29,6.24E-31,-18.973824,59.857847,0.75065892,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit"
7966035,1.87E-26,6.35E-28,-16.995937,52.900223,0.75062462,CKAP4,cytoskeleton associated protein 4
8016745,1.68E-19,1.29E-20,-12.673711,35.993697,0.74922813,SPAG9,sperm associated antigen 9
7995895,1.86E-25,7.17E-27,-16.333813,50.463457,0.74879287,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1
8077450,3.24E-27,1.01E-28,-17.507014,54.743688,0.74772635,ARL8B,ADP ribosylation factor like GTPase 8B
8017711,4.71E-43,2.08E-45,-30.845779,93.278904,0.7477,GNA13///GNA13,G protein subunit alpha 13///G protein subunit alpha 13
7998940,2.37E-11,4.11E-12,-8.188109,16.39277,0.74757259,MEFV,Mediterranean fever
8133809,3.21E-11,5.64E-12,-8.117024,16.076659,0.74509997,RSBN1L,round spermatid basic protein 1 like
7899394,1.05E-28,2.74E-30,-18.539471,58.370286,0.74500801,THEMIS2,thymocyte selection associated family member 2
8153609,2.28E-36,2.17E-38,-24.538363,77.098578,0.74433968,PARP10,poly(ADP-ribose) polymerase family member 10
8172110,3.35E-23,1.70E-24,-14.893257,44.96998,0.74411746,CXorf38,chromosome X open reading frame 38
8035304,2.78E-16,3.01E-17,-10.854726,28.214859,0.7440988,BST2,bone marrow stromal cell antigen 2
8124726,7.60E-26,2.76E-27,-16.59281,51.423185,0.74391727,TRIM26,tripartite motif containing 26
8165735,1.73E-23,8.47E-25,-15.072834,45.669216,0.74300434,CSF2RA,colony stimulating factor 2 receptor alpha subunit
7897728,8.39E-23,4.45E-24,-14.646316,44.001739,0.74246286,FBXO6,F-box protein 6
8167234,3.48E-27,1.09E-28,-17.486092,54.668854,0.74063568,RBM3,"RNA binding motif (RNP1, RRM) protein 3"
7984330,9.93E-10,1.99E-10,-7.314824,12.531541,0.74054898,ZWILCH,zwilch kinetochore protein
8180319,1.70E-24,7.36E-26,-15.711653,48.123303,0.74029903,TGIF1,TGFB induced factor homeobox 1
8155547,2.44E-27,7.50E-29,-17.591583,55.045618,0.7393544,LOC105379526///PTGER4P2-CDK2AP2P2,"uncharacterized LOC105379526///PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene"
8104760,7.24E-15,9.00E-16,-10.080402,24.812799,0.73881735,TARS,threonyl-tRNA synthetase
8040552,2.08E-22,1.17E-23,-14.401692,43.034946,0.73876924,NCOA1,nuclear receptor coactivator 1
7986214,9.71E-27,3.21E-28,-17.184924,53.585676,0.73723719,SLCO3A1///SLCO3A1,solute carrier organic anion transporter family member 3A1///solute carrier organic anion transporter family member 3A1
8063955,3.16E-23,1.60E-24,-14.908636,45.030023,0.73666584,OGFR,opioid growth factor receptor
8089785,1.77E-19,1.37E-20,-12.659783,35.935483,0.7362655,POPDC2,popeye domain containing 2
8095986,2.68E-05,8.94E-06,-4.754966,1.973484,0.73349908,ANXA3,annexin A3
